Hole,,MnPS3,,CrPS4,,NiPS3,,FePS3,,
1962,42.71385956,1962,32.83867264,1962,32.85712433,1962,51.05368042,1962,26.24757576,
1960,42.68408203,1960,33.10557175,1960,32.83085632,1960,51.12328339,1960,26.22303009,
1958,42.71892929,1958,33.09554291,1958,32.74415588,1958,51.11745453,1958,26.13561249,
1956,42.93919754,1956,33.02131271,1956,32.31583405,1956,51.09006882,1956,26.16030502,
1954,42.97446823,1954,32.81408691,1954,32.36658096,1954,51.01118088,1954,26.21783257,
1952,42.91353226,1952,32.76610565,1952,32.40988159,1952,51.03469086,1952,26.36215973,
1950,42.72075653,1950,32.7621727,1950,32.65380478,1950,51.1183548,1950,26.44268227,
1948,42.79027939,1948,32.76752472,1948,32.87995148,1948,51.22526169,1948,26.48996353,
1946,42.94810486,1946,32.86894608,1946,32.79150009,1946,51.23503113,1946,26.46390533,
1944,42.86174774,1944,32.86464691,1944,32.73804474,1944,51.19675446,1944,26.33208275,
1942,42.98455811,1942,32.80036926,1942,32.42444611,1942,51.18597031,1942,26.35064507,
1940,43.13151169,1940,32.63743973,1940,32.42733383,1940,51.18430328,1940,26.43674278,
1938,43.09074402,1938,32.48138428,1938,32.32791901,1938,51.02028275,1938,26.59681129,
1936,42.92064667,1936,32.67388153,1936,32.57601547,1936,51.10582733,1936,26.63618279,
1934,42.85331345,1934,32.83384705,1934,32.9045105,1934,51.23785019,1934,26.66114807,
1932,42.94599152,1932,33.01889801,1932,32.83969498,1932,51.352005,1932,26.69881058,
1930,43.06921005,1930,33.08657837,1930,32.78505707,1930,51.37102509,1930,26.66126251,
1928,43.12446213,1928,33.08567047,1928,32.50653458,1928,51.36249542,1928,26.53159523,
1926,43.17509842,1926,33.03104019,1926,32.56996155,1926,51.41599655,1926,26.54689026,
1924,43.15196991,1924,32.83092499,1924,32.50447464,1924,51.41632462,1924,26.77605057,
1922,43.05731201,1922,32.9066391,1922,32.66559982,1922,51.44166183,1922,26.86328888,
1920,42.95009613,1920,32.88176727,1920,32.89603043,1920,51.38042068,1920,26.74621964,
1918,43.04282379,1918,33.11639786,1918,32.99069977,1918,51.51638794,1918,26.71974945,
1916,43.21943665,1916,33.18809128,1916,33.0194664,1916,51.67284012,1916,26.76297379,
1914,43.43662262,1914,33.31826401,1914,32.98182678,1914,52.0422287,1914,26.74007416,
1912,43.50894547,1912,33.352314,1912,33.08546448,1912,52.27995682,1912,26.66334534,
1910,43.46819305,1910,33.34702301,1910,33.24224854,1910,52.50611877,1910,26.72203255,
1908,43.36753845,1908,33.43730927,1908,33.33325195,1908,52.58472061,1908,26.82320786,
1906,43.22933197,1906,33.43241882,1906,33.64060974,1906,52.60506439,1906,26.74269104,
1904,43.32048798,1904,33.68912888,1904,33.75274658,1904,52.70643997,1904,26.62344551,
1902,43.39400482,1902,33.76871109,1902,33.70061874,1902,52.84349442,1902,26.52414131,
1900,43.58771515,1900,33.81837845,1900,33.53554153,1900,53.01390839,1900,26.59346199,
1898,43.63196564,1898,33.79073715,1898,33.5971489,1898,53.18118286,1898,26.57915688,
1896,43.53541946,1896,33.62944794,1896,33.56455994,1896,53.29476166,1896,26.53691483,
1894,43.39233017,1894,33.37972641,1894,33.30838013,1894,52.81113815,1894,26.62564278,
1892,43.09362793,1892,33.08927155,1892,33.26023865,1892,52.25509262,1892,26.66814995,
1890,42.89744949,1890,32.819767,1890,32.80648041,1890,51.54667664,1890,26.60115623,
1888,43.00625992,1888,32.62852478,1888,32.44556046,1888,50.93611908,1888,26.54773521,
1886,43.15921783,1886,32.51613235,1886,32.04401779,1886,50.78927231,1886,26.79216576,
1884,43.2774353,1884,32.72321701,1884,32.17692566,1884,51.02474213,1884,27.00661087,
1882,43.36377716,1882,32.88683319,1882,32.50035858,1882,51.53719711,1882,27.14777946,
1880,43.43181229,1880,33.1724968,1880,32.8129425,1880,52.07653046,1880,27.23115349,
1878,43.32071686,1878,33.19319153,1878,33.10602188,1878,52.17822266,1878,27.23621368,
1876,43.15208435,1876,33.30853271,1876,33.19061279,1876,52.20957565,1876,27.09616661,
1874,43.24106216,1874,33.34457397,1874,33.17209625,1874,52.16764069,1874,26.84550858,
1872,43.50222397,1872,33.28511047,1872,32.97182846,1872,52.26753235,1872,26.84827232,
1870,43.84575653,1870,33.59318924,1870,33.27615738,1870,52.87026215,1870,26.99550629,
1868,43.84079742,1868,33.79116821,1868,33.76261139,1868,53.71359634,1868,27.03256035,
1866,43.75730133,1866,33.69860077,1866,33.73165512,1866,53.74535751,1866,26.99030876,
1864,43.6048851,1864,33.54328918,1864,33.87084198,1864,53.41526794,1864,26.92282867,
1862,43.3602829,1862,33.47254562,1862,33.73713684,1862,53.10282898,1862,26.74752426,
1860,43.31241226,1860,33.16297913,1860,33.18637466,1860,52.41193771,1860,26.64608955,
1858,43.60710526,1858,33.18201828,1858,32.96759033,1858,52.15014267,1858,26.85164261,
1856,43.58612061,1856,33.13644791,1856,32.66620255,1856,52.24052048,1856,26.93501663,
1854,43.54481888,1854,32.95760727,1854,32.62426758,1854,52.07208252,1854,27.00757599,
1852,43.66556549,1852,33.20008087,1852,32.95345688,1852,52.28570175,1852,27.2806282,
1850,43.47109604,1850,33.31450272,1850,33.34962463,1850,52.75465393,1850,27.26897049,
1848,43.59281921,1848,33.36114883,1848,33.36994171,1848,52.73270035,1848,27.25106812,
1846,43.70466614,1846,33.72741318,1846,33.70360184,1846,53.08081055,1846,27.20898056,
1844,43.70213699,1844,33.72855377,1844,33.58657455,1844,53.40255356,1844,27.00072289,
1842,43.96096802,1842,33.60085678,1842,33.3067894,1842,53.34745789,1842,26.97889519,
1840,44.07609558,1840,33.51098251,1840,33.52919388,1840,53.52215576,1840,27.13309479,
1838,43.80076599,1838,33.49279022,1838,33.5572052,1838,53.56613541,1838,27.09974098,
1836,43.79166412,1836,33.52212524,1836,33.85851669,1836,53.55998993,1836,27.05034256,
1834,43.96347046,1834,33.78213501,1834,34.25282288,1834,53.98563766,1834,27.14622307,
1832,43.95608139,1832,34.04095078,1832,34.24702835,1832,54.28021622,1832,27.07150269,
1830,44.05275345,1830,34.01653671,1830,33.98963165,1830,54.16327667,1830,26.91486549,
1828,44.00863266,1828,33.96206665,1828,33.70693207,1828,54.05781937,1828,26.83556747,
1826,44.06740189,1826,33.70991516,1826,33.66419601,1826,53.92034531,1826,26.85486412,
1824,44.0992012,1824,33.75033188,1824,33.77218628,1824,53.94802094,1824,27.08016586,
1822,43.93482971,1822,33.75625229,1822,34.0030632,1822,54.0443306,1822,27.15688705,
1820,43.87754059,1820,33.76565552,1820,34.13019943,1820,53.96851349,1820,27.10475349,
1818,43.99266815,1818,33.94916916,1818,34.14869308,1818,54.04280853,1818,27.03297806,
1816,44.04903793,1816,33.94503784,1816,33.90430069,1816,54.06829071,1816,26.96390152,
1814,44.26187134,1814,33.90211487,1814,33.73662186,1814,54.05620956,1814,27.02102089,
1812,44.25643921,1812,33.72878647,1812,33.6999321,1812,54.09611511,1812,27.09279442,
1810,44.15922546,1810,33.62703323,1810,33.72716141,1810,54.00957489,1810,27.14390755,
1808,44.06988907,1808,33.61223602,1808,33.8751297,1808,53.94631195,1808,27.22121811,
1806,44.04679108,1806,33.68843079,1806,34.10572052,1806,53.97451019,1806,27.2890873,
1804,44.1216011,1804,33.85506439,1804,34.02748489,1804,53.99135971,1804,27.24365616,
1802,44.18928909,1802,33.82806778,1802,33.88847733,1802,53.95301056,1802,27.14480209,
1800,44.38022232,1800,33.81847382,1800,33.59272003,1800,53.9068222,1800,27.16154671,
1798,44.42424393,1798,33.65480423,1798,33.59578323,1798,53.86841202,1798,27.24410248,
1796,44.40926361,1796,33.60108566,1796,33.65129852,1796,53.87909317,1796,27.38858223,
1794,44.27812195,1794,33.63042831,1794,33.82042694,1794,53.84960938,1794,27.44499779,
1792,44.22784424,1792,33.71064758,1792,34.03258514,1792,53.83298874,1792,27.45880127,
1790,44.26866913,1790,33.88449097,1790,33.94586563,1790,53.81069946,1790,27.42464828,
1788,44.35923004,1788,33.87269592,1788,33.80038834,1788,53.73293304,1788,27.3354702,
1786,44.50523376,1786,33.8405571,1786,33.43361664,1786,53.64911652,1786,27.35800362,
1784,44.45586395,1784,33.61891174,1784,33.34096527,1784,53.46477127,1784,27.41074944,
1782,44.39876175,1782,33.50236893,1782,33.34750748,1782,53.36317444,1782,27.56100082,
1780,44.28714371,1780,33.51184845,1780,33.49934387,1780,53.34283066,1780,27.64092445,
1778,44.25416946,1778,33.57640839,1778,33.80251694,1778,53.40217209,1778,27.67972374,
1776,44.30195618,1776,33.78292465,1776,33.80246353,1776,53.52748489,1776,27.65062714,
1774,44.41876984,1774,33.79058075,1774,33.7771225,1774,53.59916687,1774,27.5172596,
1772,44.6070137,1772,33.77545547,1772,33.5067215,1772,53.66728973,1772,27.48838615,
1770,44.63995743,1770,33.63357925,1770,33.55315018,1770,53.66419983,1770,27.49390221,
1768,44.66762161,1768,33.6203804,1768,33.67215729,1768,53.75474167,1768,27.61277199,
1766,44.55807495,1766,33.71697998,1766,33.87778854,1766,53.86694717,1766,27.64624596,
1764,44.51028824,1764,33.87512589,1764,34.2422142,1764,53.98234558,1764,27.61932373,
1762,44.55834198,1762,34.13897324,1762,34.25345612,1762,54.09478378,1762,27.55366898,
1760,44.59387207,1760,34.16214752,1760,34.14355469,1760,54.05291748,1760,27.39705658,
1758,44.68917084,1758,34.08521271,1758,33.72472382,1758,53.90524292,1758,27.34886932,
1756,44.60367584,1756,33.78177261,1756,33.53782654,1756,53.57568359,1756,27.32315445,
1754,44.42647552,1754,33.48215866,1754,33.38116455,1754,53.23029709,1754,27.42429161,
1752,44.18314743,1752,33.28139877,1752,33.16235352,1752,52.79242325,1752,27.46470261,
1750,43.96416855,1750,33.02941895,1750,33.1411171,1750,52.30635452,1750,27.44750977,
1748,43.85638046,1748,32.9382782,1748,32.8640976,1748,51.91143036,1748,27.4017601,
1746,43.80245972,1746,32.81758499,1746,32.61777878,1746,51.59062195,1746,27.25875092,
1744,43.86458969,1744,32.70026779,1744,32.26003647,1744,51.44215393,1744,27.2153492,
1742,43.77415085,1742,32.56629181,1742,32.22407532,1742,51.41621399,1742,27.17241096,
1740,43.6499176,1740,32.51141739,1740,32.3385582,1740,51.50133896,1740,27.1542778,
1738,43.46366119,1738,32.62210083,1738,32.49294662,1738,51.62883377,1738,27.1043663,
1736,43.35940933,1736,32.75601959,1736,32.91423798,1736,51.80491638,1736,26.98464394,
1734,43.44622421,1734,33.07530975,1734,33.08744812,1734,52.12405777,1734,26.87271881,
1732,43.59617233,1732,33.34788132,1732,33.28633118,1732,52.46144104,1732,26.68955612,
1730,43.84774017,1730,33.58710861,1730,33.35883331,1730,52.91517258,1730,26.59683609,
1728,43.9990921,1728,33.68193054,1728,33.5154686,1728,53.34608078,1728,26.55364227,
1726,44.08545685,1726,33.75999069,1726,33.79307938,1726,53.71294022,1726,26.61159706,
1724,44.10484695,1724,33.90525818,1724,33.98230362,1724,53.9420433,1724,26.65716934,
1722,44.14134216,1722,33.96489334,1722,34.4008522,1722,54.02457047,1722,26.65022659,
1720,44.36940384,1720,34.13711166,1720,34.4417038,1720,54.11582184,1720,26.70211411,
1718,44.53435135,1718,34.21706772,1718,34.38184738,1718,54.13128281,1718,26.68541145,
1716,44.76593018,1716,34.18480301,1716,34.12506104,1716,54.13874435,1716,26.72747421,
1714,44.91121292,1714,34.08636093,1714,33.98303223,1714,54.09183502,1714,26.81391907,
1712,44.92724991,1712,33.99557495,1712,34.01823044,1712,54.06614685,1712,26.96331787,
1710,44.91534805,1710,34.0521698,1710,34.08763885,1710,54.05771255,1710,27.08436584,
1708,44.83040237,1708,34.09401321,1708,34.40962601,1708,54.03413773,1708,27.13190269,
1706,44.89569092,1706,34.2781105,1706,34.43168259,1706,54.05666733,1706,27.15340805,
1704,44.95395279,1704,34.36386108,1704,34.3404274,1704,53.99224854,1704,27.07657433,
1702,45.06126022,1702,34.31478119,1702,34.06194305,1702,53.90714264,1702,27.04471016,
1700,45.12159348,1700,34.24511719,1700,33.84141159,1700,53.81218719,1700,27.07432747,
1698,45.10107803,1698,34.1154747,1698,33.85793686,1698,53.70733643,1698,27.1668129,
1696,45.06858444,1696,34.12003326,1696,33.91618729,1696,53.66172028,1696,27.27983284,
1694,44.96099472,1694,34.1109581,1694,34.20266342,1694,53.65436172,1694,27.27474213,
1692,44.99206924,1692,34.22080231,1692,34.27480316,1692,53.68490982,1692,27.2664547,
1690,45.0382576,1690,34.27983093,1690,34.20583725,1690,53.63144684,1690,27.1761322,
1688,45.13808823,1688,34.22368622,1688,33.96605301,1688,53.56896973,1688,27.09709358,
1686,45.22132874,1686,34.16054916,1686,33.74864578,1686,53.49683762,1686,27.10330582,
1684,45.22756195,1684,34.03678894,1684,33.80026627,1684,53.42613602,1684,27.16410828,
1682,45.19097137,1682,34.05852127,1682,33.86171341,1682,53.42351151,1682,27.26823044,
1680,45.04873276,1680,34.13115311,1680,34.16056824,1680,53.42342377,1680,27.26446342,
1678,45.08281708,1678,34.27236938,1678,34.28551865,1678,53.44770432,1678,27.24095535,
1676,45.11025238,1676,34.39652634,1676,34.2190361,1676,53.41465378,1676,27.14434052,
1674,45.16384125,1674,34.40711212,1674,34.01821899,1674,53.36418915,1674,27.05101395,
1672,45.2869606,1672,34.39913177,1672,33.78646088,1672,53.31282043,1672,27.0360775,
1670,45.3014679,1670,34.24295044,1670,33.8430748,1670,53.23736191,1670,27.08355522,
1668,45.23464584,1668,34.25741959,1668,33.93519974,1668,53.25088501,1668,27.18991852,
1666,45.08365631,1666,34.28645325,1666,34.2088623,1666,53.2708168,1666,27.17821312,
1664,45.13034058,1664,34.36049271,1664,34.36634064,1664,53.30880737,1664,27.15162086,
1662,45.1553154,1662,34.45450211,1662,34.29927063,1662,53.3205986,1662,27.06668472,
1660,45.21867752,1660,34.44320297,1660,34.12855148,1660,53.28948593,1660,26.95225716,
1658,45.40443802,1658,34.40033722,1658,33.88093185,1658,53.23106766,1658,26.94902802,
1656,45.40380859,1656,34.22554016,1656,33.9332428,1656,53.16261673,1656,26.99971771,
1654,45.33946991,1654,34.23330688,1654,34.03113937,1654,53.1915741,1654,27.103508,
1652,45.19289017,1652,34.29170609,1652,34.27323151,1652,53.21353149,1652,27.10528946,
1650,45.19702911,1650,34.39913559,1650,34.44760513,1650,53.23538971,1650,27.1024704,
1648,45.19201279,1648,34.56909561,1648,34.39642715,1648,53.26568985,1648,27.01221466,
1646,45.26612091,1646,34.58539581,1646,34.2530632,1646,53.24376297,1646,26.88741302,
1644,45.41824722,1644,34.56843567,1644,33.95896149,1644,53.21652985,1644,26.88708687,
1642,45.40652847,1642,34.40602493,1642,34.01556396,1642,53.16207886,1642,26.92728424,
1640,45.40403366,1640,34.37091827,1640,34.09144974,1640,53.1758728,1640,27.03175545,
1638,45.27389145,1638,34.35575485,1638,34.2930603,1638,53.19942856,1638,27.03596687,
1636,45.24488831,1636,34.38922882,1636,34.52952957,1636,53.23886108,1636,27.01280975,
1634,45.28771591,1634,34.52925491,1634,34.48758698,1634,53.26997757,1634,26.93580055,
1632,45.37758636,1632,34.51985168,1632,34.36314774,1632,53.24995041,1632,26.80831337,
1630,45.53302002,1630,34.47796631,1630,34.05108643,1630,53.23615265,1630,26.78510284,
1628,45.53802872,1628,34.32582092,1628,34.08571243,1628,53.17856598,1628,26.81311417,
1626,45.50438309,1626,34.30604172,1626,34.15192032,1626,53.18392563,1626,26.92894936,
1624,45.35115814,1624,34.35580063,1624,34.33972931,1624,53.22082138,1624,26.93261147,
1622,45.32781219,1622,34.45985413,1622,34.62721634,1622,53.26098633,1622,26.91189384,
1620,45.35486603,1620,34.65556335,1620,34.57700729,1620,53.30647278,1620,26.84950829,
1618,45.40810394,1618,34.66897964,1618,34.45207214,1618,53.29974747,1618,26.70072556,
1616,45.60954285,1616,34.65316772,1616,34.17581177,1616,53.28343964,1616,26.67761993,
1614,45.60131454,1614,34.4639473,1614,34.18635559,1614,53.23261642,1614,26.70010567,
1612,45.55171585,1612,34.40533066,1612,34.2506218,1612,53.25602341,1612,26.80740356,
1610,45.43854523,1610,34.42578506,1610,34.42739105,1610,53.27203369,1610,26.83157921,
1608,45.39423752,1608,34.46324921,1608,34.724617,1608,53.30643082,1608,26.81455612,
1606,45.43889236,1606,34.64647675,1606,34.70874023,1606,53.35938263,1606,26.75505066,
1604,45.52703094,1604,34.65623856,1604,34.61192322,1604,53.32854843,1604,26.61393547,
1602,45.69870758,1602,34.62686157,1602,34.30021286,1602,53.32157516,1602,26.59112549,
1600,45.71162415,1600,34.4716568,1600,34.29795456,1600,53.26736069,1600,26.58983803,
1598,45.70597076,1598,34.40486908,1598,34.3803215,1598,53.27300262,1598,26.70325279,
1596,45.55895996,1596,34.45675278,1596,34.51652145,1596,53.30204773,1596,26.73295212,
1594,45.48718262,1594,34.55396271,1594,34.85378265,1594,53.31439209,1594,26.70879936,
1592,45.55511856,1592,34.76327896,1592,34.85375214,1592,53.36978912,1592,26.65458679,
1590,45.59580231,1590,34.81112289,1590,34.78067398,1590,53.35548019,1590,26.51570511,
1588,45.75553131,1588,34.80079651,1588,34.46413422,1588,53.32941437,1588,26.48090935,
1586,45.78391647,1586,34.62668991,1586,34.4197731,1586,53.25068665,1586,26.48431015,
1584,45.76176071,1584,34.52071762,1584,34.49354172,1584,53.25553513,1584,26.58541107,
1582,45.65232468,1582,34.53629303,1582,34.61555862,1582,53.26751328,1582,26.6147728,
1580,45.59528351,1580,34.53987122,1580,34.94974136,1580,53.28720093,1580,26.60686874,
1578,45.64650345,1578,34.69820786,1578,34.94329453,1578,53.36368561,1578,26.55810928,
1576,45.70306778,1576,34.73585129,1576,34.87372208,1576,53.32644653,1576,26.3964653,
1574,45.85659409,1574,34.71992874,1574,34.56077957,1574,53.2834053,1574,26.36366272,
1572,45.87043381,1572,34.58250809,1572,34.4870224,1572,53.21059418,1572,26.35573196,
1570,45.85045624,1570,34.50976563,1570,34.53109741,1570,53.17857361,1570,26.45160484,
1568,45.74760437,1568,34.56861115,1568,34.63108826,1568,53.18196487,1568,26.50054741,
1566,45.66809464,1566,34.62422943,1566,34.96880341,1566,53.18836975,1566,26.47066689,
1564,45.7366333,1564,34.76921463,1564,34.97793198,1564,53.24415588,1564,26.42936134,
1562,45.77280426,1562,34.7869339,1562,34.88244629,1562,53.20161057,1562,26.27615929,
1560,45.91638565,1560,34.71957779,1560,34.57653046,1560,53.14889526,1560,26.21299934,
1558,45.96587753,1558,34.55525208,1558,34.45233536,1558,53.06714249,1558,26.21143723,
1556,45.92081451,1556,34.44260025,1556,34.49106979,1556,53.02334976,1556,26.29813004,
1554,45.83005905,1554,34.48054886,1554,34.57096481,1554,53.00039673,1554,26.34580231,
1552,45.75867462,1552,34.51367569,1552,34.88731384,1552,53.00921249,1552,26.31856537,
1550,45.80343246,1550,34.69194031,1550,34.89879227,1550,53.0514946,1550,26.27284241,
1548,45.84783173,1548,34.73585892,1548,34.79623413,1548,52.99534225,1548,26.1236496,
1546,45.95740891,1546,34.63386536,1546,34.45334244,1546,52.92254639,1546,26.03866959,
1544,45.93177032,1544,34.28212357,1544,34.00772095,1544,52.74595642,1544,25.9956131,
1542,45.3437233,1542,33.54479599,1542,33.00121307,1542,52.18325806,1542,25.89047813,
1540,44.82266998,1540,33.04423141,1540,32.2243042,1540,51.71493149,1540,25.82736397,
1538,44.3488884,1538,32.56775284,1538,31.85168839,1538,51.2620163,1538,25.70149231,
1536,44.09260559,1536,32.35943604,1536,31.27345657,1536,50.98536682,1536,25.59720039,
1534,43.78974915,1534,31.93533325,1534,30.46897125,1534,50.51920319,1534,25.44480896,
1532,43.62796402,1532,31.42312431,1532,29.55917931,1532,50.00909424,1532,25.34274101,
1530,43.35141373,1530,30.75025749,1530,28.57063103,1530,49.28514481,1530,25.28721619,
1528,43.04359055,1528,30.05337143,1528,27.91757202,1528,48.5557518,1528,25.27346992,
1526,42.78126526,1526,29.66476059,1526,27.43192863,1526,48.04761124,1526,25.28657341,
1524,42.46987534,1524,29.25143623,1524,27.09246254,1524,47.55061722,1524,25.25690842,
1522,42.26784134,1522,29.02981377,1522,26.6454792,1522,47.2200737,1522,25.21576309,
1520,42.11191177,1520,28.77627945,1520,26.08361816,1520,46.80413437,1520,25.13882446,
1518,41.93480301,1518,28.30935478,1518,25.34337616,1518,46.17053223,1518,25.06040001,
1516,41.76842117,1516,27.81303024,1516,24.68157578,1516,45.40652466,1516,25.02998924,
1514,41.58237076,1514,27.23780632,1514,24.27196693,1514,44.63353348,1514,25.03949356,
1512,41.35146332,1512,26.79375076,1512,23.84973335,1512,44.02695847,1512,25.03895378,
1510,41.18434143,1510,26.4847126,1510,23.69204903,1510,43.55831528,1510,25.01807594,
1508,41.02435303,1508,26.22216988,1508,23.34094238,1508,43.17155075,1508,24.97850609,
1506,40.86977005,1506,25.92333603,1506,22.87021065,1506,42.66404343,1506,24.90180016,
1504,40.73632813,1504,25.56322479,1504,22.34272957,1504,42.01737595,1504,24.83423805,
1502,40.58915329,1502,25.21395111,1502,21.88249779,1502,41.29716873,1502,24.79700661,
1500,40.46956253,1500,24.79351044,1500,21.61247444,1500,40.43640137,1500,24.78426552,
1498,40.33743286,1498,24.57822227,1498,21.40304375,1498,40.04031372,1498,24.80173874,
1496,40.19235229,1496,24.32016945,1496,21.22977066,1496,39.51145172,1496,24.77597809,
1494,40.08315659,1494,24.11524391,1494,21.01670647,1494,39.1241188,1494,24.73583984,
1492,39.98945618,1492,23.99446678,1492,20.74126053,1492,38.8509903,1492,24.66893578,
1490,39.92335129,1490,23.73447037,1490,20.39901543,1490,38.34329605,1490,24.59996033,
1488,39.82858658,1488,23.50135612,1488,20.03149605,1488,37.66582489,1488,24.56340218,
1486,39.73225784,1486,23.17235756,1486,19.86192322,1486,36.9251442,1486,24.54330635,
1484,39.63253021,1484,22.97278023,1484,19.64673805,1484,36.39144897,1484,24.56235313,
1482,39.5430069,1482,22.80926895,1482,19.52025414,1482,35.97225189,1482,24.53040123,
1480,39.50241852,1480,22.69843292,1480,19.42108345,1480,35.75778961,1480,24.50613022,
1478,39.43757629,1478,22.67497253,1478,19.22215462,1478,35.62817764,1478,24.44869995,
1476,39.37834549,1476,22.51873016,1476,18.9935379,1476,35.21370697,1476,24.34976387,
1474,39.30379105,1474,22.35852814,1474,18.74927711,1474,34.68280411,1474,24.30973053,
1472,39.21500397,1472,22.15133095,1472,18.63314247,1472,34.05356216,1472,24.28703499,
1470,39.15081024,1470,22.01720428,1470,18.50442505,1470,33.67656326,1470,24.29205322,
1468,39.11078262,1468,21.88708115,1468,18.40769577,1468,33.32895279,1468,24.27015305,
1466,39.07201767,1466,21.75534821,1466,18.30874252,1466,33.1008873,1466,24.22481918,
1464,39.02762985,1464,21.69815445,1464,18.14818764,1464,32.93322754,1464,24.15616417,
1462,38.96303558,1462,21.57330132,1462,17.97867203,1462,32.50178146,1462,24.06502914,
1460,38.90357208,1460,21.43593216,1460,17.79712105,1460,32.00304031,1460,24.03404617,
1458,38.83632278,1458,21.3165741,1458,17.7155838,1458,31.50489998,1458,24.02100563,
1456,38.78707123,1456,21.23121262,1456,17.63542747,1456,31.2223587,1456,24.03103256,
1454,38.80821991,1454,21.1740303,1454,17.57085991,1454,30.96117592,1454,24.019207,
1452,38.80036163,1452,21.11166954,1452,17.54447746,1452,30.82276917,1452,23.98116684,
1450,38.77651596,1450,21.08317184,1450,17.4600563,1450,30.82563591,1450,23.9215641,
1448,38.73930359,1448,21.01685333,1448,17.39769363,1448,30.64228058,1448,23.82599258,
1446,38.67246628,1446,20.91905022,1446,17.32589722,1446,30.45116997,1446,23.78379631,
1444,38.58933258,1444,20.80904388,1444,17.30285072,1444,30.18528748,1444,23.74205399,
1442,38.57577133,1442,20.75305367,1442,17.25772858,1442,29.86466599,1442,23.74483109,
1440,38.60276794,1440,20.7278614,1440,17.24782944,1440,29.79933357,1440,23.73221016,
1438,38.57629776,1438,20.70563126,1438,17.24374962,1438,29.80513954,1438,23.67511749,
1436,38.58448029,1436,20.68040276,1436,17.18549347,1436,29.81011963,1436,23.62019348,
1434,38.52456284,1434,20.60978127,1434,17.1347084,1434,29.65750313,1434,23.51969337,
1432,38.44629288,1432,20.53174019,1432,17.09651756,1432,29.46754646,1432,23.47495461,
1430,38.3706665,1430,20.46659088,1430,17.08257675,1430,29.22329521,1430,23.44331169,
1428,38.35749435,1428,20.42131424,1428,17.07043457,1428,29.0712986,1428,23.44105339,
1426,38.36563492,1426,20.38558006,1426,17.06438446,1426,29.05027771,1426,23.42910385,
1424,38.3549881,1424,20.36039162,1424,17.04741287,1424,29.05247116,1424,23.36849213,
1422,38.39255524,1422,20.352705,1422,17.02666092,1422,29.16097069,1422,23.33367348,
1420,38.31868362,1420,20.34455109,1420,17.02654266,1420,29.15567398,1420,23.24269676,
1418,38.2648735,1418,20.32953072,1418,17.0063858,1418,29.10094643,1418,23.17830086,
1416,38.22503281,1416,20.36092949,1416,17.03712463,1416,29.03673553,1416,23.17601204,
1414,38.22580338,1414,20.39761353,1414,17.05967331,1414,29.02440643,1414,23.19767952,
1412,38.19794464,1412,20.40522766,1412,17.05361748,1412,29.12602997,1412,23.15490913,
1410,38.22750854,1410,20.40206146,1410,17.05202866,1410,29.23472786,1410,23.09147835,
1408,38.34006882,1408,20.53050613,1408,17.18958855,1408,29.82910538,1408,23.11367798,
1406,38.25123215,1406,20.57463455,1406,17.2396965,1406,30.11326408,1406,22.98992538,
1404,38.37648773,1404,20.63397408,1404,17.33475113,1404,30.4589901,1404,22.98334694,
1402,38.28967285,1402,20.71192932,1402,17.42603493,1402,30.61724091,1402,22.97560692,
1400,38.26569748,1400,20.76039505,1400,17.47788429,1400,30.83130646,1400,22.8934536,
