Hole,,MnPS3,,FePS3,,NiPS3,,CrPS4,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1182,2.206127882,1182,1.851134777,1182,1.827417493,1182,0.7692103386,1182,0.6300612092,
1179,2.290210009,1179,1.851590157,1179,1.835141301,1179,0.7507181168,1179,0.64360255,
1176,2.265303612,1176,1.873394489,1176,1.863373995,1176,0.8046547771,1176,0.6110639572,
1173,2.401953936,1173,1.840121865,1173,1.826037645,1173,0.8482991457,1173,0.6421949863,
1170,2.407259226,1170,1.851880193,1170,1.896604657,1170,0.7981942892,1170,0.6285371184,
1167,2.331282377,1167,1.901226163,1167,1.832553387,1167,0.8143825531,1167,0.6312583089,
1164,2.237662554,1164,1.949244499,1164,1.962669611,1164,0.7460634112,1164,0.6136704683,
1161,2.262523651,1161,1.899820209,1161,1.875472665,1161,0.7889676094,1161,0.5991075039,
1158,2.304363489,1158,1.871806979,1158,1.871389508,1158,0.7354201078,1158,0.6123558879,
1155,2.356531382,1155,1.891818404,1155,1.853872657,1155,0.7867303491,1155,0.6696743965,
1152,2.408684254,1152,1.885299563,1152,1.864281654,1152,0.7495203018,1152,0.6377918124,
1149,2.356873274,1149,1.909553409,1149,1.863067627,1149,0.7780511379,1149,0.6405422091,
1146,2.371669531,1146,1.922725558,1146,1.923728704,1146,0.775214076,1146,0.6538992524,
1143,2.301931858,1143,1.87465477,1143,1.898032069,1143,0.7844807506,1143,0.6568152905,
1140,2.264658451,1140,1.943017125,1140,1.917304635,1140,0.84506917,1140,0.6048464179,
1137,2.296092987,1137,1.885233283,1137,1.883135796,1137,0.7796620727,1137,0.6368317604,
1134,2.391541004,1134,1.949924827,1134,1.802220702,1134,0.8041043878,1134,0.6714595556,
1131,2.380841494,1131,1.888525248,1131,1.879391074,1131,0.7180182934,1131,0.600921154,
1128,2.423973083,1128,1.884563208,1128,1.83609581,1128,0.8427555561,1128,0.5766060948,
1125,2.394086599,1125,1.891609788,1125,1.896237016,1125,0.7998925447,1125,0.6368582249,
1122,2.286683083,1122,1.920768023,1122,1.897970557,1122,0.7494501472,1122,0.6391491294,
1119,2.33463192,1119,1.900724649,1119,1.880011559,1119,0.8083361983,1119,0.6059164405,
1116,2.347198486,1116,1.92382431,1116,1.892995477,1116,0.8037850261,1116,0.6089320779,
1113,2.385719776,1113,1.896470189,1113,1.857035041,1113,0.8405382633,1113,0.6092703938,
1110,2.397784472,1110,1.876043558,1110,1.871111989,1110,0.7403002381,1110,0.6608785391,
1107,2.411475658,1107,1.91678369,1107,1.848777175,1107,0.7505928278,1107,0.595638454,
1104,2.437919378,1104,1.926944733,1104,1.883062363,1104,0.7929148078,1104,0.6598639488,
1101,2.313717604,1101,1.873862982,1101,1.92018044,1101,0.7917114496,1101,0.6205475926,
1098,2.321796656,1098,1.859908223,1098,1.870422602,1098,0.7881818414,1098,0.605840683,
1095,2.254935026,1095,1.881227493,1095,1.88743341,1095,0.75722754,1095,0.5767339468,
1092,2.412822008,1092,1.871146202,1092,1.889460325,1092,0.8173767328,1092,0.5743762851,
1089,2.345823288,1089,1.901728988,1089,1.898461938,1089,0.8125378489,1089,0.6321350932,
1086,2.410883427,1086,1.906155229,1086,1.901304364,1086,0.7648440599,1086,0.5943924785,
1083,2.396917582,1083,1.878260255,1083,1.865647316,1083,0.7597332597,1083,0.6029564142,
1080,2.276495934,1080,1.966153979,1080,1.866748929,1080,0.8088715076,1080,0.6885114908,
1077,2.314833641,1077,1.885977626,1077,1.906741023,1077,0.8299751878,1077,0.6055945754,
1074,2.29697752,1074,1.908282518,1074,1.939095378,1074,0.8132676482,1074,0.6525030732,
1071,2.410065651,1071,1.880280256,1071,1.818236709,1071,0.7387795448,1071,0.6035438776,
1068,2.438224792,1068,1.833269358,1068,1.872430563,1068,0.8241434693,1068,0.6585884094,
1065,2.444577932,1065,1.834006071,1065,1.890420318,1065,0.7576115131,1065,0.6049306393,
1062,2.445259094,1062,1.885860801,1062,1.871477962,1062,0.7819667459,1062,0.6063679457,
1059,2.396899223,1059,1.850932598,1059,1.890403986,1059,0.8236978054,1059,0.5789369345,
1056,2.327927589,1056,1.935272813,1056,1.923276901,1056,0.7972335219,1056,0.624565959,
