Hole,,MnPS3,,FePS3,,NiPS3,,CrPS4,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1321,199.3561554,1321,82.25574493,1321,119.7981491,1321,174.8654022,1321,100.1056213,
1320,199.4421539,1320,82.11055756,1320,119.8246002,1320,174.8167114,1320,100.3059616,
1319,199.7395935,1319,82.09320831,1319,119.6679382,1319,175.112442,1319,100.5122528,
1318,200.3250122,1318,82.21224213,1318,119.5003281,1318,175.110321,1318,100.5367432,
1317,200.7054138,1317,82.41127014,1317,119.1051025,1317,175.0335388,1317,100.4994507,
1316,201.0155487,1316,82.50302124,1316,118.9157104,1316,174.8574677,1316,100.7245865,
1315,201.289032,1315,82.62846375,1315,118.9186325,1315,174.5601196,1315,101.0765076,
1314,201.3119507,1314,82.66104889,1314,119.2058105,1314,174.6550598,1314,101.5936508,
1313,201.5488892,1313,82.75405884,1313,119.5692062,1313,174.9539642,1313,101.8463364,
1312,201.9026031,1312,82.98646545,1312,119.7176361,1312,175.6304016,1312,102.0699234,
1311,202.4624176,1311,83.32414246,1311,119.8277969,1311,176.0263062,1311,102.097084,
1310,202.8455963,1310,83.76893616,1310,119.6790009,1310,176.3159332,1310,101.955101,
1309,202.9523621,1309,84.01719666,1309,119.6315994,1309,176.3626709,1309,102.0248642,
1308,202.8172455,1308,84.1882782,1308,119.6870804,1308,176.1697693,1308,102.1291733,
1307,202.3521881,1307,84.21450806,1307,119.9135513,1307,176.2262878,1307,102.3716354,
1306,201.9525452,1306,84.22167969,1306,120.1794281,1306,176.2923737,1306,102.2767639,
1305,201.5898438,1305,84.31408691,1305,120.1211319,1305,176.6462708,1305,102.0630035,
