Hole,,MnPS3,,FePS3,,NiPS3,,CrPS4,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1555,196.2342529,1555,87.4682312,1555,127.1834106,1555,182.2738495,1555,99.23633575,
1554,196.3425446,1554,87.26329041,1554,127.2248383,1554,182.2189789,1554,99.50509644,
1553,196.7615356,1553,87.18789673,1553,127.566803,1553,181.9468994,1553,99.50405121,
1552,196.8759155,1552,87.23719025,1552,127.6271439,1552,181.4906158,1552,99.46994019,
1551,196.9654541,1551,87.48028564,1551,127.5857925,1551,181.4589081,1551,99.17237091,
1550,196.8104401,1550,87.50109863,1550,127.3562698,1550,181.5640106,1550,99.00997925,
1549,196.3830719,1549,87.51236725,1549,126.9327316,1549,182.0211487,1549,98.99132538,
1548,196.3126068,1548,87.42470551,1548,126.8468246,1548,182.086319,1548,99.21985626,
1547,196.3690338,1547,87.21726227,1547,126.8167725,1547,181.978241,1547,99.48208618,
1546,196.7749786,1546,87.18739319,1546,127.1368179,1546,181.7407532,1546,99.43859863,
1545,196.9556274,1545,87.24791718,1545,127.2232742,1545,181.2782135,1545,99.42277527,
1544,196.8876343,1544,87.49438477,1544,127.1706924,1544,181.2580566,1544,99.16991425,
1543,196.8289185,1543,87.52054596,1543,127.0300293,1543,181.3073883,1543,99.00091553,
1542,196.4351349,1542,87.53961182,1542,126.5985107,1542,181.7780914,1542,98.97566223,
1541,196.3301544,1541,87.47545624,1541,126.4676208,1541,181.833725,1541,99.14846802,
1540,196.3735962,1540,87.23780823,1540,126.4695053,1540,181.7381287,1540,99.40841675,
1539,196.6995544,1539,87.21163177,1539,126.7864227,1539,181.5869141,1539,99.42053223,
1538,196.8397522,1538,87.26586151,1538,126.9175034,1538,181.1299744,1538,99.41204834,
1537,196.8931732,1537,87.51766968,1537,126.8689041,1537,181.044342,1537,99.19477844,
1536,196.8861694,1536,87.59053802,1536,126.7507782,1536,181.0955353,1536,98.95173645,
1535,196.4813843,1535,87.60731506,1535,126.3305054,1535,181.6252899,1535,98.94786072,
1534,196.3463745,1534,87.56026459,1534,126.2182617,1534,181.7561798,1534,99.1084137,
1533,196.4035339,1533,87.32858276,1533,126.1953125,1533,181.7192841,1533,99.42121887,
1532,196.719223,1532,87.2966156,1532,126.483429,1532,181.6009064,1532,99.46502686,
1531,196.9142914,1531,87.3431015,1531,126.6528931,1531,181.1073608,1531,99.44779968,
1530,196.9859619,1530,87.58795166,1530,126.6337128,1530,181.0103149,1530,99.24821472,
1529,196.9277191,1529,87.66912842,1529,126.5665283,1529,181.0252533,1529,98.99777985,
1528,196.5465088,1528,87.70050812,1528,126.1713181,1528,181.4963837,1528,99.00375366,
1527,196.4284058,1527,87.65061951,1527,126.0177841,1527,181.6429291,1527,99.13130188,
1526,196.4789276,1526,87.41814423,1526,126.0569916,1526,181.6423187,1526,99.48440552,
1525,196.7938538,1525,87.37260437,1525,126.3266907,1525,181.5085602,1525,99.52835083,
1524,197.0794067,1524,87.40976715,1524,126.5550995,1524,181.0313873,1524,99.5243988,
1523,197.13974,1523,87.63735199,1523,126.5550766,1523,180.9049988,1523,99.37564087,
1522,197.1114502,1522,87.75513458,1522,126.4957428,1522,180.9291382,1522,99.12364197,
1521,196.7521362,1521,87.76402283,1521,126.1307449,1521,181.3673096,1521,99.11157227,
1520,196.5829926,1520,87.72790527,1520,125.9420853,1520,181.5492249,1520,99.24237823,
1519,196.6295013,1519,87.51538086,1519,125.9246597,1519,181.5374146,1519,99.58782196,
1518,196.9043884,1518,87.45687103,1518,126.1707153,1518,181.4669342,1518,99.63793182,
1517,197.1743164,1517,87.46617126,1517,126.445755,1517,180.9759216,1517,99.6474762,
1516,197.2727051,1516,87.68400574,1516,126.4363861,1516,180.8193512,1516,99.51029968,
1515,197.2334747,1515,87.80516815,1515,126.389679,1515,180.8066254,1515,99.21996307,
1514,196.851059,1514,87.82808685,1514,126.0492172,1514,181.2115021,1514,99.20930481,
1513,196.6945953,1513,87.81724548,1513,125.8174438,1513,181.4231873,1513,99.31958008,
1512,196.7446899,1512,87.60824585,1512,125.8272552,1512,181.3864441,1512,99.66085815,
1511,196.9427185,1511,87.5194397,1511,126.0428085,1511,181.3062897,1511,99.72957611,
1510,197.1990814,1510,87.55873871,1510,126.3625946,1510,180.8170013,1510,99.75582886,
